X,Y
57.47760641390961,1.8607592731351708
11.569375448327357,48.20842380341119
27.84429336890868,48.6687992916508
99.13099580215047,43.52201605532241
2.4759143681514106,39.17598953287621
45.09471702799637,70.31945812849915
55.633335153657825,24.24876369133956
44.37676797744512,70.30790487063308
14.029717595521108,4.918315851250831
1.1769451945863318,36.73791647199545
71.17412325623097,43.08764557721385
39.7465475643218,4.140723832905513
30.764002498042608,8.400892579213048
83.74696500547152,40.933704491438526
44.874257075327186,65.38032898330637
90.95950688201818,2.810943158882939
38.446831701082594,28.17002881674845
7.157989239152052,88.91773276952514
72.09475098262327,51.86351444367491
69.17200729688261,3.9026252425991115
80.81227929124634,78.68138647634783
54.05352049344615,39.941798600580356
99.30513222986565,13.27533097645569
13.095221441301009,13.480740091210563
49.108120666669954,28.386167169096453
97.23978550735673,83.09615119805687
94.29428207446064,56.44041771740268
39.59820629407223,43.53105138028924
26.20964436068054,4.913104288382497
94.48669470848614,50.7805725861584
32.41391084149476,89.86940247007736
80.28103908320804,1.8665428376195892
9.683698650825823,50.517352776821326
67.39566624452749,50.9874757369173
61.78096707875784,44.60231585496198
13.450288846860936,60.48887066166224
35.81099944504197,24.237303429886946
55.42003242383766,20.78007923699756
89.66325026271373,26.741223783640777
59.10588757311942,9.342379098761311
42.84203693563261,80.55105499546661
39.6755525507,90.80013183939674
2.703440668721513,34.775355170745016
26.390160501586212,75.94218638974334
44.48856634011037,95.8558134034085
86.83537833306255,51.09190653405091
73.12505376404727,65.69065058926027
28.45239196206356,59.85517228900724
82.80269467920077,17.71042206446073
98.76335132996307,34.11979630042581
87.34677379067404,38.0757996075316
80.75483221919526,80.8249403356179
3.237316564788073,59.83314707021615
15.159485591226908,24.884761209194217
57.43018936161902,93.70534487641132
8.991276547422167,93.53087474775373
86.06383017351237,38.17292177845223
99.70964572832924,95.03606867279672
11.929252274923252,11.288906275771826
41.26933572518002,18.96164897120697
93.00821427817938,37.05850158380116
16.22992150748971,47.26904675798459
73.38047608072088,89.16768097442727
48.05916634949943,66.34066758759879
62.01986141057556,71.5890667778409
65.44749761390935,90.16758674647069
27.99990379153089,4.703270048152719
26.82717971513292,84.3026004370158
40.56659002925274,13.632676730001537
93.51428649649402,48.24486041936421
84.13365368395313,26.73184434381245
19.20821216752785,10.03854898444494
26.609509692279044,7.742304014472912
37.43254409749517,11.027620585964048
4.620884676802395,52.63635602758535
46.3092091534444,62.298562072130935
54.95667935775609,9.095128884593183
93.4306104814742,87.20244865281681
70.60519909801378,10.597097472441641
48.910466445608044,38.977930283015695
3.904713695461537,20.27548856991309
94.80983233092192,62.74321736454424
12.748598017003076,25.457969062911378
22.84879830621801,30.600374787024897
34.478891381059725,58.09767029623132
47.582199983483385,15.239937588491692
58.53191268845087,11.843207969851544
23.776409737252735,70.62186915443876
19.809022004948673,57.960177352313025
76.58926685731677,14.34355355051956
45.82723286462489,47.46225487744018
36.721731760270515,57.79576973072616
44.21949779367274,56.1798389099614
36.3750156458006,98.62892237739716
92.5534919720796,58.92237746012038
7.255203889955397,64.2559216005041
95.66856776559928,83.11933839652764
0.5987479527041595,40.24276992272821
56.31177119865215,68.09216537021922
23.505791035789116,64.18707703331036
